probe,closestTSSstrand,distTSS,closestTSSgene,closestTSSpos
cg24772167,-,-240,KIF3C,26205366
cg23041071,-,-5,CCT8,30445969
cg00290924,-,-111,ANKRD26,27389423
cg18818563,-,121,ZNF266,9546249
cg00867626,-,-23594,MIR7107,121882155
cg03677101,+,340,LOC122526776,187461456
cg00319761,-,0,PKMYT1,3030447
cg17357132,+,-90,C11orf1,111750264
cg03162923,-,271,ZNF142,219524346
cg07053469,-,211,EID2B,40023492
cg07709635,+,-22,TULP3,3000056
cg11918372,-,-278,FBXO11,48132477
cg07000245,+,74,LUC7L3,48796963
cg16361840,-,-137,LRPAP1,3534149
cg16158077,+,-392,ARID1B,157098511
cg01306161,-,-312,NARS1,55289068
cg04011435,-,-107,MDH1B,207630052
cg24098516,-,-94,KPNA1,122233786
cg03746133,+,155,SMCHD1,2655724
cg11997570,+,754,DNAJB9,108210317
cg00948862,-,242,RPL36AL,50087344
cg10814338,-,82,PTGES3L-AARSD1,41132545
cg19252529,+,438,SKIL,170075502
cg00865724,+,9473,OCEL1,17337034
cg06762426,-,-62,INTS5,62420774
cg25861327,+,58,NUSAP1,41625078
cg21155461,+,-26,ZNF544,58740279
cg19528521,+,72,PRKRIP1,102036809
cg05955287,-,-11,NDC1,54303969
cg25987185,+,139,LLGL1,18128948
cg09255318,+,7944,PRKCG,54385450
cg21718857,+,6,DLL3,39989586
cg16434547,-,30,SYNE1,152958025
cg09965967,-,-191,SNX14,86303576
cg01003902,+,-96,SAFB,5623093
cg04404789,-,585,VPS35,46723090
cg05499853,-,182,MINDY3,15902506
cg21803390,+,-83,E2F3,20402109
cg20468063,+,381,NOG,54671059
cg00824109,-,-21,CHD4,6716545
cg05302784,-,-176,RPRML,45056619
cg13353957,+,-15035,LINC02696,45376921
cg22578843,+,1462,PDX1,28494136
cg07581978,-,-1797,SPRY2,80915261
cg13797228,-,8,KLF15,126076251
cg19424343,+,-34,OXNAD1,16306718
cg26665055,+,-151,TIMM17A,201924630
cg01129004,+,6265,ZNF273,64342890
cg09793001,-,333,TOP2B,25705863
cg03564880,+,-77,ETAA1,67624464
cg03890362,+,116,MRTFB,14164918
cg09194436,+,24,LIN52,74551658
cg14275457,+,-7,NCS1,132934682
cg25555137,+,53,BCR,23522695
cg21577547,+,17,MACO1,25757387
cg11557307,+,79,CEP68,65283549
cg12888127,-,-106,RSRC2,123011483
cg00763768,-,-212,SETD3,99947196
cg06879406,+,-53,PTBP1,797451
cg09685500,-,-220,KCNH4,40333160
cg15419313,+,-129,MRPS26,3026697
cg18958844,+,325,PRORSD1P,55509454
cg13057196,+,0,TRMT44,8442503
cg24450157,-,240,DHX16,30640783
cg24455359,-,35,ACACA,35716039
cg19440233,+,-77,ABHD14A,52009079
cg25512518,-,-74,GNPDA2,44728573
cg03525527,+,46,CDCA2,25316446
cg09523446,-,-140,FUT10,33330664
cg17474323,-,-23,COMMD5,146078433
cg24469159,-,36,THYN1,134123246
cg19344870,-,80,STK4-DT,43595099
cg01242484,-,-30,ASCC2,30234263
cg03447931,+,314,BMP6,7726331
cg13246053,+,72,UBE2V2,48920990
cg22111078,-,6284,NKX2-5,172662209
cg19700746,+,-7249,LINC02298,105560483
cg24629122,-,66,SV2A,149889396
cg10174091,+,-63,FKBP1B,24272610
cg01103590,+,-43,LGR5,71833577
cg23969309,+,381,MSL1,38278223
cg20800296,-,-20,SFPQ,35658746
cg10010376,-,40,PDE4DIP,144932351
cg24740568,+,-378,ULBP2,150263149
cg06376129,-,291,DSTYK,205180830
cg20690919,+,-411,USP1,62902065
cg11386792,+,28325,RBM20,112404093
cg23521916,-,-98,IP6K2,48754654
cg08920807,-,233,PPP1R18,30654984
cg11712458,-,359,SNRPA1,101835453
cg16395486,-,212,CHST15,125853114
cg04204438,-,-37,CPSF1,145634719
cg08540010,-,-190,PEDS1,48770260
cg19711553,-,-206,KLHL22,20850082
cg25153887,+,-335,CHST12,2443245
cg12992778,-,-101,NAAA,76862166
cg13531837,+,-12644,HMGA1,34204649
cg25942031,+,37,ZNF354C,178487373
cg26787435,-,-138,SAMD14,48207524
cg18135853,+,404,GNPTG,1401931
cg05516140,-,60,KIDINS220,8977743
cg03560963,+,-34,CTSA,44519973
cg04844543,+,37,KLHL18,47324433
cg00783759,+,975,LARP1B,128982466
cg23979451,+,749,CDC42,22379201
cg17061192,+,-13023,HELT,185939643
cg07070047,-,-299,CENPJ,25496999
cg19470372,+,439,EML2-AS1,46144751
cg11142826,-,-165,WNT3,44896058
cg14118453,+,-1962,FOSL2,28615724
cg11513943,+,35,EME1,48450589
cg01924755,+,-7,TOE1,45805841
cg22495611,+,-155,PSMD8,38865210
cg07498606,+,-6,PLEKHG4,67313049
cg16817946,+,-74,CNTD1,40950878
cg18763326,-,287,TAGLN2,159895297
cg20336580,-,-52,SLC25A1,19166249
cg16018184,-,-37,ECH1,39322434
cg12678451,+,-103,XYLB,38388275
cg17804987,+,207,MAPKAPK3,50654581
cg21802726,-,-118,EDEM2,33735139
cg22559669,+,69,TSPAN5-DT,99580052
cg10226419,-,393,TPT1,45915318
cg16569376,-,-51,CEP20,15982460
cg00169917,-,195,CACUL1,120514482
cg20384374,+,-45,NKAPD1,111945022
cg26131049,+,-130,TSPO,43547564
cg00690431,-,201,PTGS2,186649555
cg22611817,+,-68,ZSWIM6,60628084
cg22583981,-,774,HS3ST3A1,13505246
cg18357291,-,736,NUP210,13461822
cg13151140,+,755,TATDN2,10290142
cg27447868,+,28,SOX13,204042242
cg11285507,-,-185,LOC283194,58825925
cg18357563,-,68,FBXW7,153456393
cg05322697,+,-278,PARD6A,67694862
cg22172115,-,303,EIF3G,10230575
cg00156216,+,61,APLP2,129939788
cg21652344,-,-65,SREBF1,17740300
cg10641809,+,-18,ILRUN-AS1,34664721
cg11228113,-,-901,H2AC18,149814317
cg16827289,-,-141,KANSL2,49076021
cg09130535,+,5176,GRK2,67033943
cg16004800,+,217,NDUFA9,4758279
cg21209219,+,73026,ZBED5-AS1,10879763
cg08757864,-,152,SRI,87849353
cg10883583,-,-172,PDAP1,99006220
cg25704638,-,54,SMURF2,62658425
cg19540080,-,-107,RPPH1,20811570
cg12146178,+,-86,POLI,51795848
cg26601660,+,50,ANAPC11,79849598
cg11347311,-,-231,CITED2,139695785
cg11457044,-,38,GTF3C3,197664407
cg26150071,-,1272,CSMD2,34630831
cg25684844,+,255,ASB1,239335567
cg15044248,+,-194,SEPTIN9,75369418
cg08334199,-,-139,NFE2L2,178128859
cg01001744,-,559,XYLT1,17564817
cg22831313,-,55,HDDC2,125623113
cg15577927,+,-592,ISM1,13201920
cg18043157,-,-51,ULBP3,150390257
cg00733682,-,130,ZNF44,12405698
cg09443046,+,-150,FBXO9,52930201
cg14757267,+,-159,RPL18A,17970718
cg20265661,-,597,LYPD1,133429099
cg01264379,-,-9,ZC3H4,47617033
cg24988444,+,-262,COQ10B,198318275
cg26751855,-,-82,MKKS,10414870
cg20002354,+,-281,HDAC1,32757683
cg24680586,+,-167,INA,105036894
cg18493899,+,-86,ZDHHC5,57435585
cg06600420,+,57,COLGALT1,17666457
cg03243700,+,-263,WDR5,137001203
cg04692420,+,-105,PNPLA3,44319684
cg14900471,+,-90,GATA4,11561710
cg00155485,-,898,MED13L,116715498
cg09463047,-,832,HNF1B,36105050
cg16885296,-,824,H4C8,26285762
cg24312390,-,55,ZNF777,149158153
cg21972156,+,-14,ZMIZ2,44788445
cg27270003,+,-214,PGM2,37828307
cg27338695,+,-16,GPAT4,41435718
cg07477187,-,-5,CLK2,155243295
cg20824576,-,183,CD47,107809878
cg02709211,-,-374,RB1CC1,53626995
cg25919202,+,-49,VTA1,142468399
cg19339841,-,304,CENPE,104119500
cg05942825,+,135,OAZ1,2269484
cg09039689,+,-63,ATG13,46639102
cg10450421,+,-9083,ZFP90,68573193
cg00996095,-,-315,TBC1D7,13328769
cg21787542,+,-29,SMIM4,52570620
cg13325584,+,-204,ATP23,58335349
cg23762037,-,-43,TUBGCP6,50683452
cg15160742,+,795,DESI2,244816427
cg16811230,+,65,TTC21A,39149170
cg02430347,+,15,PCDHGC3,140855532
cg27340350,-,1423,CGB7,49561006
cg01528762,+,48,RAB11B,8455243
cg05016401,+,-200,CDIPTOSP,29875003
cg10932068,+,98,TBX1,19748300
cg21186775,+,472,MAP3K20,173940573
cg18473162,-,776,ZNF787,56632664
cg01438737,+,-139,SRSF6,42086535
cg15235096,-,-120,LGI3,22014319
cg24631482,+,54286,PKDCC,42275160
cg02422689,-,23,ERCC2,45873831
cg00021539,-,-38,TMEM217,37225375
cg25153601,+,-137,FAM43A,194406611
cg17325674,+,-123,LOC105378577,47656085
cg06754565,+,-151,NLRC5,57023468
cg04002885,-,-197,SARAF,29940724
cg02290708,+,26,SMIM11,35747805
cg12887701,+,20,JRKL,96123176
cg06733736,+,11,DNASE1,3661760
cg26346197,+,-47,SNX18,53813588
cg27094117,-,-412,MAD2L1,120988003
cg20218041,+,-418,TOMM6,41755431
cg13353245,-,47,ZNF250,146127562
cg06376522,+,502,ZFP91-CNTF,58346586
cg08801671,+,-195,RBM4,66406173
cg17976381,+,677,SMARCB1,24129152
cg02365862,+,-347,DSP,7541903
cg09526886,+,196,SLC25A3,98987463
cg12636108,-,201,GPRIN1,176037157
cg01932091,+,64,EPB41,29213611
cg14444436,-,302,THOC3,175395318
cg00140502,-,-213,ZNF251,145980916
cg07513231,-,163,PIP4P1,20929593
cg21018429,+,88,KPNA2,66032075
cg03443162,-,-114,HID1,72968854
cg09974990,+,7,NOL3,67204440
cg11078175,+,191,ACTR3B,152456836
cg18139020,+,-54,ZSCAN20,33938245
cg19651223,-,128116,LHX1-DT,35293960
cg09809276,+,76,COL19A1,70576447
cg20412250,-,86,SNIP1,38019894
cg00811051,-,-324,DNAJB14,100867775
cg01158970,-,215,ANKRA2,72861464
cg12190105,-,-93,ATG14,55878548
cg10856605,+,411,ZNF165,28048345
cg17236617,-,-375,ACOT7,6453827
cg09990440,-,9,FLOT1,30710464
cg14599904,-,-17,TMEM134,67236722
cg18780515,+,-39,SNX11,46185127
cg16040495,-,97028,INSR,7294425
cg00938305,-,-41,ZNF764,30569695
cg03016446,-,-329,MICU1,74385837
cg09850661,+,24666,MIR5188,125400092
cg11164766,-,97,CLPX,65477680
cg21546874,+,-261,H6PD,9294832
cg18358762,-,-133,SFXN5,73298841
cg11332484,+,80,OTUD3,20208887
cg04972775,-,-258,F3,95007315
cg03807741,+,491,TTC9C,62495957
cg07596148,-,420,RNF166,88772816
cg18756868,-,-68,ABHD3,19284735
cg11855022,-,192,PLSCR4,145968892
cg22308501,-,-82,KCNQ3,133493342
cg25620676,-,-176,SPG11,44955860
cg25798112,+,-381,ATP1B3,141595484
cg05602356,-,447,PDE4D,58335303
cg25706012,-,-809,ELFN1-AS1,1781946
cg19942237,+,-239,PRR15,29603450
cg14067014,-,60,NRDE2,90798285
cg11825883,+,-266,TENT2,78908263
cg05905176,-,1187,TNFAIP8L3,51387103
cg22719138,+,-78,PDCD2L,34895303
cg05410259,-,130,DUSP18,31063862
cg08846783,+,0,ZKSCAN7,44596684
cg11775528,-,369,FMNL1-DT,43299132
cg17200768,+,9237,PDX1,28494136
cg22920824,-,81,SENP1,48499638
cg00837838,+,60,B2M,45003714
cg22491225,+,-175,SPINT1,41136674
cg13515605,-,-223,CMTM6,32544344
cg26349454,-,-263,JPT1,73150607
cg04845144,-,506,RTN2,46000305
cg11794265,-,-32,KIF3A,132073238
cg09194750,-,585,APIP,34937926
cg05790999,-,49,HS1BP3,20850858
cg06527865,-,-573,IRF2BP2,234745924
cg00306298,+,611,UNC50,99225051
cg07176146,-,-14,SMIM12,35325350
cg00080012,+,-105,EED,85955794
cg27577165,-,757,DYNLT1,159065775
cg17054969,-,-115,COL2A1,48398259
cg22850387,+,269,STK19,31940139
cg20303303,-,158,WDR1,10118423
cg05175020,-,1435,TSC22D4-C7ORF61,100076837
cg20712274,+,118,PIN1,9945993
cg23605439,-,-84,STARD7,96874565
cg23708044,+,-759,AGPAT3,45285103
cg06115741,+,-9,TP53INP2,33292147
cg23928165,-,2411,PNMA8B,46999124
cg14089728,+,277,PCK2,24563519
cg04396637,-,307,CSRNP2,51477379
cg10316593,+,-585,SC5D,121163479
cg26556918,-,353,ICA1L,203736219
cg10023272,-,1471,ALX3,110613294
cg09515805,-,-251,PGM2L1,74109478
cg18880005,+,-447,AFF1,87928422
cg00079638,+,-62,B2M,45003714
cg21826946,+,-34,GPR160,169755782
cg19530883,-,-69,NDUFA11,5903801
cg03142956,+,10,CNTN2,205012339
cg16684668,+,-250,WDR55,140044488
cg05102849,+,-43,SPNS2,4402175
cg27444789,+,-154,DNAJC16,15853342
cg17649243,-,-2458,HIVEP2,143266313
cg09600829,-,-169,FAM120AOS,96215883
cg18576318,-,-100,CHKA,67888855
cg18897589,-,-67,COX7A2L,42588357
cg24809270,-,-808,SMARCC2,56583267
cg24051276,-,-1344,SCRT1,145560144
cg06439982,-,229,SRRM2-AS1,2802601
cg25537846,-,-34,PUS3,125773101
cg21448788,-,-320,STYK1,10826651
cg20967139,-,27,ZNF385A,54785082
cg00110192,+,135,IQCH,67547123
cg27018380,+,382,CHGA,93389494
cg15520606,+,21,ZNF830,33288558
cg20879085,+,-151,TES,115850592
cg20301722,-,-209,ELOVL1,43833682
cg09436851,+,220,LRCH3,197518124
cg26038859,+,-412,CAND1,67663137
cg07481320,+,-10768,BICRAL,42749789
cg22840464,-,-36,PLEC,145016792
cg17106536,+,-358,COQ8A,227127994
cg16688046,+,346,BRD3OS,136890602
cg13971260,-,-31,PPA1,71993185
cg24575065,-,-199,BCL7B,72972020
cg18570947,-,-172,ODAD3,11545942
cg01363383,+,-105,MXI1,111967362
cg09467645,+,-995,LINC00475,94903748
cg16886468,-,-89,MYO18A,27507416
cg00536289,+,-189,ATXN2L,28834319
cg13563405,-,-56,ASAH1,17942470
cg24438779,+,-5,USP14,158556
cg16556892,+,71,ZNF276,89787409
cg07613693,-,-166,ZBTB45,59031177
cg15658487,+,40,DISP3,11539211
cg19518132,+,-160,ZNF8,58790320
cg03375453,+,-175,TBCEL-TECTA,120894810
cg11765918,+,166,PAICS,57301917
cg03445587,+,-63,LEKR1,156544141
cg13111374,+,-20,NCAPG,17812601
cg17991990,+,-122,THNSL1,25305540
cg24208426,+,-17,PGAP2,3819048
cg20472745,-,-228,PAWR,80084744
cg26212877,-,31830,OSBPL7,45899160
cg11618704,-,81,HNRNPF,43904634
cg27425612,-,-391,LAD1,201368452
cg18757695,-,62,KCTD1,24128517
cg20902751,-,-224,MAP3K14,43394386
cg12698784,-,-22,GSK3B,119813294
cg13586420,-,-18,COL11A2,33160244
cg12804441,+,-149,EFHD1,233498313
cg04168939,-,-61,BRF1,105767338
cg17841065,-,-120,PDAP1,99006220
cg24149898,+,93951,CACNA1I,39966757
cg19742538,-,24952,DUSP8,1593501
cg19083459,-,538,PTHLH,28122909
cg24655899,-,-189,FAAP100,79519379
cg11872300,+,-3395,CIC,42788620
cg04101340,+,-49,MDH1,63816096
cg26485174,-,97715,LINC01847,159298391
cg13515774,+,-165,RPTOR,78518637
cg10245048,-,46,TNFRSF10A,23082615
cg14461492,+,-16,GNL3,52720047
cg22993707,-,19,TAMM41,11888359
cg07681419,+,18,HSPB1,75931989
cg08506260,+,-250,MIAT,27053445
cg21745248,+,-193,RAE1,55926310
cg18233595,+,47,PRRC1,126853331
cg22359362,-,-11,ELOA-AS1,24104787
cg19178320,+,683,ABHD6,58223518
cg07163811,+,-69,CPSF4,99036565
cg23070585,-,-10,RXRB,33168442
cg26820199,+,180,PSMB4,151372048
cg18328404,-,-85,CDKL3,133706734
cg16924702,-,-235,EPB41L3,5543996
cg23985147,+,23,FAM118B,126081618
cg14347389,-,911,BAZ1B,72936623
cg24416562,+,21,ARL6IP6,153574161
cg17071618,+,27,KPNA5,117002373
cg07120479,+,-144,GRK2,67033943
cg11029346,-,16,NUP155,37371208
cg13475699,-,88,PSMA7,60718450
cg06751705,-,6,COA1,43769122
cg24883709,-,-168,BRAT1,2595158
cg17469356,-,-221,TUSC2,50365654
cg09648333,+,-150,TCERG1,145826892
cg26009773,-,-99,ASCC3,101329205
cg15875068,+,-53,RFESD,94982480
cg21678795,-,-33,CSRP2,77272799
cg13547268,-,237,DENND2D,111747200
cg16252685,+,46,SMDT1,42475703
cg06554120,-,203962,CTNND2,11589029
cg16090273,+,44,TCOF1,149737259
cg03622831,-,-435,CSAD,53574709
cg07329135,-,-202,SNTB1,121824286
cg27341045,+,-2,PPCDC,75315930
cg11012078,+,-238,ERCC5,103498381
cg15726314,+,1934,MIR4666A,228649774
cg11246695,+,36,PIAS3,145575987
cg16162350,-,-2153,MECOM,168865259
cg07382149,-,-192,ENSA,150601615
cg21011229,+,39712,WEE1,9596233
cg19844581,+,-151,ABCG4,119020298
cg17031478,+,340,HOXC5,54426833
cg08608215,-,174,ANKS1B,100378432
cg16716518,-,107,CDK4,58146093
cg04958124,+,363,ZNF398,148823499
cg12667079,-,-272,MPC1,166796428
cg06575763,-,7,NANP,25604650
cg04645034,-,17,RPS23,81574173
cg17730474,-,34245,NEUROD2,37764173
cg13524161,-,-15,FTCDNL1,200715915
cg24314026,+,-14,FAM83D,37555059
cg19704805,-,189,LMO3,16758904
cg27447557,+,-53,UCK2,165796850
cg15852879,-,19,ASB6,132404430
cg16586093,+,56,NBEAL1,203879597
cg10299753,+,48258,CHMP4C,82644682
cg11380545,+,-60,ENOPH1,83351742
cg04529724,-,-135,RAET1G,150244257
cg17846064,+,-121,SMARCD1,50479124
cg07868478,+,185,RPL13,89627118
cg27479693,-,-151,PEMT,17495022
cg02811312,-,10,WDR4,44299699
cg18986713,+,141,LEPROTL1,29952923
cg05151458,-,-684,DPF3,73360809
cg23175215,-,91,LRIG2-DT,113615724
cg14350176,+,-363,EBLN3P,37079892
cg19654209,+,727,NANOS3,13976016
cg23053438,-,334,HEG1,124774841
cg27304406,-,-274,BNC1,83953416
cg09381635,-,205,SSRP1,57103366
cg12266024,-,-163,FAM126A,23053749
cg11801572,-,-157,FBXL3,77601294
cg22688260,+,91,OXNAD1,16306718
cg13916316,+,-24,MRNIP-DT,179286002
cg11576436,+,-67,ATG7,11314082
cg20218060,-,5,CLK1,201729284
cg02591578,-,276,ZNF764,30569695
cg12522736,-,-10,UBE2M,59069978
cg07713120,+,134,MPI,75182382
cg08017990,+,-113,ZNF576,44100543
cg25479216,+,-329,NANS,100819013
cg13558403,-,-485,NKX2-1,36989437
cg07441156,+,36,CCDC40,78010440
cg25517427,-,-133,ELAC2,12921344
cg18275445,+,-39,MIDEAS-AS1,74254062
cg14286274,+,-98,LINC00467,211556096
cg10112022,-,-145,RPS6KA5,91526985
cg14671453,+,-95,STX4,31044811
cg20276947,-,-663,FASN,80056112
cg03255265,+,-824,PSMB3,36908993
cg15466606,+,-23,SDK1,3340883
cg22626041,-,74,KIAA0040,175162123
cg19196264,+,-37517,MRPL19,75873908
cg26890010,+,3,CTH,70876950
cg04334947,-,-84,KATNAL1,30881148
cg14831317,-,-94,AQR,35261943
cg15274001,+,-68,RPS21,60962158
cg24917527,+,-437,FZD2,42634851
cg22131799,+,441,BRD2,32939371
cg14866419,+,-569,YY1,100705480
cg11222948,-,-114,FAM83H,144815949
cg16253168,+,-664,NOL7,13615566
cg27059127,+,-91,IARS2,220267473
cg12575751,+,-301,NUCB2,17298285
cg15929693,+,-194,UNC5B,72972326
cg24088438,+,37,FERMT3,63974192
cg27322556,-,-159,APRT,88878336
cg09743009,+,-88,MAPKAPK5,112280031
cg00519346,+,-43,ZNF576,44100746
cg13066542,-,-396,RFK,79009342
cg12062464,+,-355,KAT2B,20081937
cg16054422,-,510,SART3,108954949
cg05626242,-,-7,PPP3CB,75255782
cg14983362,-,-23,SLC37A4,118901587
cg22760576,-,117,EYA3,28415121
cg10066151,+,70,ZNF547,57874918
cg21099221,-,-499,SRM,11120075
cg16769376,-,50,MDP1,24685272
cg13338783,-,2256,PNMA8B,46999124
cg16926389,-,85,CEP112,64188251
cg04559183,+,148,RER1,2323279
cg06775055,-,113,LCORL,18023378
cg03341523,-,-32,RHOF,122231594
cg11021200,-,337,SKA3,21750691
cg22540800,+,-308,ARHGAP35,47364253
cg12206199,-,-58,LOC375196,39187485
cg16286275,+,6,ANLN,36429470
cg03618257,+,25,CUTC,101491990
cg23248007,-,225,HLA-F-AS1,29716826
cg25678015,-,-102,EIF2AK1,6098806
cg21023284,-,-26,RRP8,6624846
cg15624852,-,30,VGLL3,87040299
cg08479976,+,-257,LRRC8D,90286590
cg14482684,-,-331,GAREM1,30050845
cg06355830,-,-19,TRMT2A,20104749
cg12037305,-,1400,BACH2,91006562
cg12499716,+,-320,POP4,30097189
cg15703070,+,44,COQ8A,227127994
cg12286636,+,-32,KLHL42,27933165
cg16253537,-,-126,FNIP1,131132710
cg07544653,-,-209,CYB5A,71959198
cg06380923,+,-38,E4F1,2273591
cg21210124,+,-739,GADD45G,92219926
cg15024566,-,171,MTIF2,55496315
cg04622176,+,-4,SEC23IP,121652241
cg04329069,-,322,AP1B1,29784559
cg10305851,-,-264,CUTA,33385884
cg20994084,-,-381,SLC38A10,79269107
cg24197330,-,240,TMEM160,47551882
cg24895754,-,15,SPRING1,117175874
cg08315283,-,563,NFKBIA,35873955
cg23475053,-,-93,ZNF565,36705567
cg12024311,-,163,DLL1,170600166
cg02565672,+,42,UFC1,161123767
cg18204675,+,-56,ARHGEF37,148961060
cg13739116,-,-65,SNHG7,139622636
cg22793988,-,-244,OSBPL8,76953551
cg11589282,-,-76,ZKSCAN4,28220047
cg21273703,+,-76,CHFR-DT,133464427
cg04058593,+,150,PRDM6,122424935
cg11239016,-,142,DBNDD1,90085864
cg21948805,-,-35,TRMT2A,20104749
cg18924493,-,-156,RNH1,506768
cg18022324,+,107,RBM15,110881998
cg04306817,+,-52,ALDOA,30075599
cg01048080,+,-230,PTPRA,2854126
cg07082158,-,1014,CAMK2D,114682894
cg03735847,-,59,LOC107985728,860984
cg08543966,+,513,FXYD5,35645637
cg19435033,-,358,ALDH3A1,19648772
cg00745962,-,-122,ZBTB14,5296019
cg12022184,-,178,ENTPD5,74485991
cg23403350,+,-161,PRR7,176873814
cg21026078,-,166,POT1,124569879
cg15620294,-,42993,LINC01840,184274706
cg24538626,+,-98,TSPAN31,58138821
cg10991303,-,-126,PCOLCE2,142607925
cg17774347,+,94,L3MBTL1,42136336
cg11963676,+,-320,ST6GALNAC3,76540430
cg15705469,+,45,ZNF71,57106669
cg25741192,-,-499,COP1,176176422
cg05393563,-,206,ZSWIM5,45672277
cg15325978,+,167,ADAMTS15,130318539
cg10699215,-,-93,WDR1,10118423
cg05018361,-,-134,NSUN6,18940516
cg05634287,-,-69,CSNK1A1,148931002
cg16653173,-,-15,CSNK1E,38713438
cg17872064,+,-47,NOP58,203130485
cg00226754,-,-110,TMED2-DT,124068874
cg23191528,+,5961,SYNGAP1,33387841
cg20858341,-,78,ADNP,49547974
cg11073571,+,89,FRAS1,78978476
cg23843053,+,-34,GAR1,110736665
cg05291385,+,-207,CCT7,73461435
cg25998119,+,42,ZBTB9,33422352
cg07872652,+,287,CNIH2,66045645
cg12368055,+,81,EAF1,15469104
cg01643320,-,-252,MRPS24,43909116
cg16489427,-,-2090,IFITM4P,29718925
cg11326717,+,39,WWP1,87354775
cg08198517,+,-43,SPAG1,101170265
cg10747682,+,-10914,STK11,1205776
cg24390964,+,194,SETMAR,4345052
cg07265716,-,-122,RBM39,34330182
cg02159808,-,-62,POFUT2,46707810
cg05012767,-,-143,DIDO1,61557857
cg00854242,+,-79,GALR1,74961803
cg09990421,+,-25,NUBPL,32030609
cg07719884,+,-184,CDC20,43824651
cg18650732,+,-78,VMAC,5904882
cg15975282,-,-71,RPL22L1,170587984
cg00167539,+,-22,REPIN1,150066178
cg20798412,+,-226,ABCB8,150725536
cg16313587,-,94,BRF2,37707379
cg03913924,-,-20,TM2D2,38854028
cg02642223,+,-10226,GSDMA,38119256
cg13436343,-,132,PUM1,31538564
cg13320626,-,331,ST8SIA4,100238986
cg07191600,+,1146,LOC107986596,42420097
cg16331890,-,29,TAF1D,93474661
cg11407078,+,603,BRIX1,34915815
cg07526618,-,-17,ATP5MC2,54070114
cg01168201,+,16,HIC1,1958396
cg12762432,-,215,CEP83,94854230
cg01715949,-,13,EPOP,36831210
cg03110267,+,-72,C18orf25,43753999
cg24106257,+,-72,HMG20B,3572941
cg18418807,-,-428,DIAPH3,60738062
cg23884187,+,44618,ARHGAP40,37230451
cg22521096,-,-529,FXR2,7518215
cg02067580,+,121,CHTOP,153606541
cg18905855,+,29,RPS6KB2,67195964
cg07849581,-,-222,TEC,48271855
cg06871262,-,373,MACROD1,63933585
cg13724220,+,-51,TRAPPC12,3383464
cg14489817,+,-48,AEN,89164570
cg14246859,+,-929,LINC02298,105560483
cg12664560,-,-45,HOMER2,83621472
cg10899668,+,-272,ITGA2,52285181
cg17587023,+,-350,AVPR1B,206223942
cg27552955,+,40,TRPC1,142442875
cg07134254,-,128,MMP24-AS1-EDEM2,33865925
cg00353422,-,-82,DNAJC28,34863708
cg09370599,-,-148,RAB3IL1,61685038
cg06505999,-,-4022,PER1,8055722
cg07563723,-,45,MED23,131949382
cg02120714,-,33762,LUCAT1,90610219
cg00410467,+,-70,BCAS3,58755211
cg11987819,+,424,ADARB1,46494965
cg02005549,+,25,GSTCD,106629940
cg16046954,-,34,SRSF2,74733413
cg09509863,-,-779,CUL3,225450080
cg13377154,-,129,PYM1,56320909
cg03856748,-,-295,DDX6,118661873
cg21058927,-,-4,UBE2D3,103790052
cg25368031,-,4,INTS5,62420774
cg22286184,-,-121,PLEKHH3,40829012
cg24127656,-,-110,FLOT2,27224751
cg16544272,+,201,PIGW,34890813
cg10617287,-,-14,GFM2,74062942
cg04708398,+,114,C5orf22,31532407
cg23339899,+,-297,GPAA1,145137536
cg25810379,-,-32,MEN1,64578023
cg14201224,-,61,LOC100272217,133454881
cg23017850,-,-324,ATXN1,16760415
cg04452959,-,-111,ENPP2,120651079
cg09255666,-,199,ZNF281,200379164
cg13310671,+,154,RNF114,48552933
cg16929299,-,9,PHOSPHO1,47308149
cg11702456,+,-8,SP100,231280915
cg09352372,-,34417,BATF3,212873182
cg01553661,-,-90,TOB2P1,28186707
cg09007600,-,-3,TMEM237,202508226
cg05166316,-,154,TRIM23,64920160
cg06053559,-,-66,CPPED1,12897744
cg03740978,-,642,KCTD1,24128517
cg16169604,+,-1156,GPR148,131486642
cg12126796,-,166,ATE1,123687546
cg14452896,-,227,CSTF3,33183026
cg05520288,+,295,DNAJC21,34929663
cg24534098,+,-2,SCN8A,51985016
cg10840389,-,457,LRRC20,72142381
